No,학년,학수번호,과목분야,교과번호,"이수
구분","과목
번호",교과목명,영문교과목명,"강의
계획서",비고,학점,시간,"수강
학부(과)/전공","제청
학부(과)/전공","개설
학부(과)/전공",강의요시/강의실,담당교수,"강의비율
대면:녹화:실시간","수업
유형","캡스톤
(ABF제
적용)","NCS
(ABF제
적용)","패스
과목","원어
강의","원어
유형","현재
인원","학부
인원","대학원
인원","제한
인원","과목
해설","강의
유형","강의
종류",영역,합반
1119,1,BHEA10132,MUSI,1700112,전필,2280,전공실기2,APPLIED MUSIC 2,,이요셉,1.0,1.0, 음악교육과,음악교육과,음악교육과, 수07-08(사317), 오진현,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1120,1,BHEA10132,MUSI,1700112,전필,2281,전공실기2,APPLIED MUSIC 2,,이예준,1.0,1.0, 음악교육과,음악교육과,음악교육과, 수07-08(사314), 황소진,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1121,1,BHEA10132,MUSI,1700112,전필,2282,전공실기2,APPLIED MUSIC 2,,임채원,1.0,1.0, 음악교육과,음악교육과,음악교육과, 수13-14(사308), 윤성원,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1122,1,BHEA10132,MUSI,1700112,전필,2283,전공실기2,APPLIED MUSIC 2,,오윤서,1.0,1.0, 음악교육과,음악교육과,음악교육과, 수13-14(사318), 최재원,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1123,1,BHEA10132,MUSI,1700112,전필,2284,전공실기2,APPLIED MUSIC 2,,김원재,1.0,1.0, 음악교육과,음악교육과,음악교육과, 수13-14(사325), 노지영,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1124,1,BHEA10132,MUSI,1700112,전필,2288,전공실기2,APPLIED MUSIC 2,,김유진,1.0,1.0, 음악교육과,음악교육과,음악교육과, 목03-04(사314), 황소진,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1125,3,BHEA10138,MUSI,1700116,전필,2291,전공실기6,APPLIED MUSIC 6,,이은희,1.0,1.0, 음악교육과,음악교육과,음악교육과, 수17-18(사317), 황소진,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1126,3,BHEA10138,MUSI,1700116,전필,2292,전공실기6,APPLIED MUSIC 6,,조수빈,1.0,1.0, 음악교육과,음악교육과,음악교육과, 수17-18(사314), 박선휘,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1127,3,BHEA10138,MUSI,1700116,전필,2293,전공실기6,APPLIED MUSIC 6,,진수빈,1.0,1.0, 음악교육과,음악교육과,음악교육과, 월05-06(사324), 박선휘,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1128,3,BHEA10138,MUSI,1700116,전필,2294,전공실기6,APPLIED MUSIC 6,,허수빈,1.0,1.0, 음악교육과,음악교육과,음악교육과, 목05-06(사314), 이지원,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1129,3,BHEA10138,MUSI,1700116,전필,2295,전공실기6,APPLIED MUSIC 6,,김원재,1.0,1.0, 음악교육과,음악교육과,음악교육과, 금17-18(사304), 김재미,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1130,3,BHEA10138,MUSI,1700116,전필,2296,전공실기6,APPLIED MUSIC 6,,이예린,1.0,1.0, 음악교육과,음악교육과,음악교육과, 목03-04(사314), 한지희,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1131,3,BHEA10138,MUSI,1700116,전필,2297,전공실기6,APPLIED MUSIC 6,,유현지,1.0,1.0, 음악교육과,음악교육과,음악교육과, 수03-04(사324), 박선휘,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1132,4,BHEA10142,MUSI,1700118,전필,2300,전공실기8,APPLIED MUSIC 8,,박종원,1.0,1.0, 음악교육과,음악교육과,음악교육과, 금11-12(사304), 김재미,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1133,4,BHEA10142,MUSI,1700118,전필,2301,전공실기8,APPLIED MUSIC 8,,배수빈,1.0,1.0, 음악교육과,음악교육과,음악교육과, 월01-02(사324), 정정희,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1134,4,BHEA10142,MUSI,1700118,전필,2304,전공실기8,APPLIED MUSIC 8,,서진욱,1.0,1.0, 음악교육과,음악교육과,음악교육과, 금17-18(사305), 유승공,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1135,4,BHEA10142,MUSI,1700118,전필,2305,전공실기8,APPLIED MUSIC 8,,허수빈,1.0,1.0, 음악교육과,음악교육과,음악교육과, 목03-04(사325), 이지원,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1136,4,BHEA10142,MUSI,1700118,전필,2306,전공실기8,APPLIED MUSIC 8,,이주미,1.0,1.0, 음악교육과,음악교육과,음악교육과, 금15-16(사304), 김재미,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1137,4,BHEA10142,MUSI,1700118,전필,2307,전공실기8,APPLIED MUSIC 8,,이문규,1.0,1.0, 음악교육과,음악교육과,음악교육과, 금05-06(사325), 정소윤,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1138,4,BHEA10142,MUSI,1700118,전필,2308,전공실기8,APPLIED MUSIC 8,,전아연,1.0,1.0, 음악교육과,음악교육과,음악교육과, 화09-10(사305), 유승공,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1139,4,BHEA10142,MUSI,1700118,전필,2309,전공실기8,APPLIED MUSIC 8,,김민이,1.0,1.0, 음악교육과,음악교육과,음악교육과, 월13-14(사308), 윤성원,100:0:0,,0,0,,0,,1,1,0,1,,실험+실습+실기,일반,,0
1140,3,BAAD50162,HIST,0400101,전선,3001,서구문화연구,CULTURAL STUDIES IN EUROPE,,,3.0,3.0, 유럽문화학,문화콘텐츠학과,유럽문화학연계전공, 목13-18(문306), 정광흠,100:0:0,,0,0,,0,,5,5,0,40,,이론,일반,,0
1141,3,BAAD62203,GERM,0201101,전선,3002,독일문학산책,INTRODUCTION TO GERMAN LITERATURE,,,3.0,3.0, 유럽문화학,문화콘텐츠학과,유럽문화학연계전공, 금13-18(문305), 사지원,100:0:0,,0,0,,0,,7,7,0,30,,이론,일반,,0
1142,2,BAAF58061,COMP,1402101,전선,3004,가상증강현실의이해,VIRTUAL REALITY AND AUGMENTED REALITY,,,3.0,3.0, 휴먼ICT,문화콘텐츠학과,휴먼ICT연계전공," 화16-18(문308), 목16-18(문308)"," 김형석, 정의준",78.1:21.9:0,,0,0,,0,,19,19,0,35,,이론,일반,,1
1143,3,BAAF61262,COMP,1302102,전선,3005,게임제작프로그래밍2,GAME PROGRAMMING PRACTICE 2,,,2.0,2.0, 휴먼ICT,문화콘텐츠학과,휴먼ICT연계전공, 수15-18(공별205), 이하섭,100:0:0,,0,1,,0,,7,7,0,35,,이론,일반,,0
1144,2,BAAF61267,COMP,1402102,전선,3006,ICT콘텐츠기획,METHODOLOGY OF INTERACTIVE CONTENTS DESIGN,,,3.0,3.0, 휴먼ICT,문화콘텐츠학과,휴먼ICT연계전공," 화16-18(공별205), 목16-18(공별205)", 김경모,100:0:0,,0,1,,0,,5,5,0,15,,이론,일반,,1
1145,3,BAAF61268,COMP,1402103,전선,3007,ICT경험디자인,ICT USER EXPERIENCE DESIGN,,,3.0,3.0, 휴먼ICT,문화콘텐츠학과,휴먼ICT연계전공," 월04-06(공C487), 수04-06(공C487)", 김지인,100:0:0,,0,1,,0,,4,4,0,10,,이론,일반,,1
1146,4,BAAG58052,JAPA,0000101,전선,3008,일본의문화유산과투어리즘,JAPANESE CULTURAL HERITAGES AND TOURISM,,,3.0,3.0, 글로벌MICE,영어영문학과,글로벌MICE연계전공, 화09-14(공A102)," 김경리, 이영섭",100:0:0,토론식강의,0,0,,0,,5,5,0,24,,이론,일반,,0
1147,3,BAAG58053,TOUR,1200102,전선,3009,이벤트기획,EVENTS PLANNING,,,3.0,3.0, 글로벌MICE,영어영문학과,글로벌MICE연계전공," 월09-12(중장비306), 수13-14(중장비306)", 서병로,100:0:0,,0,1,,0,,28,28,0,30,,이론,일반,,0
1148,2,BAAG58092,TOUR,0300102,전선,3010,관광산업론,GLOBAL TOURISM,,,3.0,3.0, 글로벌MICE,영어영문학과,글로벌MICE연계전공," 월13-14(중장비306), 수09-12(중장비306)", 서병로,100:0:0,,0,1,,0,,6,6,0,30,,이론,일반,,0
1149,2,BAAG61209,TOUR,0300104,전선,3012,관광마케팅,TOURISM MARKETING,,,3.0,3.0, 글로벌MICE,영어영문학과,글로벌MICE연계전공, 월03-08(중장비306), 강도용,100:0:0,,0,0,,0,,8,8,0,30,,이론,일반,,0
1150,2,BAAH58018,PSYC,0700101,전선,3013,학습심리학,PSYCHOLOGY OF LEARNING,,"*학년별 수강신청 기간에는 원전공생들만 수강신청 가능

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능
",3.0,3.0, 인문상담치유,국어국문학과,인문상담치유연계전공, 수07-12(새1211), 김정애,100:0:0,,0,1,,0,,11,11,0,28,,이론+실습,일반,,0
1151,3,BAAH58026,PSYC,0400101,전선,3014,심리진단및평가,PSYCHOLOGICAL DIAGNOSIS AND EVALUATION,,"*학년별 수강신청 기간에는 원전공생들만 수강신청 가능

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능",3.0,3.0, 인문상담치유,국어국문학과,인문상담치유연계전공, 수13-18(새1211), 현은정,100:0:0,,0,1,,0,,21,21,0,28,,이론,일반,,0
1152,4,BAAH58029,PSYC,1300103,전선,3015,집단상담,GROUP COUNSELING ,,"*학년별 수강신청 기간에는 원전공생들만 수강신청 가능

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능",3.0,3.0, 인문상담치유,국어국문학과,인문상담치유연계전공, 화07-12(새1211), 최수미,100:0:0,,0,1,,0,,14,14,0,28,,이론+실습,일반,,0
1153,3,BAAH58031,LITE,9900102,전선,3016,문학치료와청소년교육,LITERARY THERAPY FOR JUVENILE EDUCATION,,"*학년별 수강신청 기간에는 원전공생들만 수강신청 가능

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능",3.0,3.0, 인문상담치유,국어국문학과,인문상담치유연계전공, 화13-18(새1211), 김정애,100:0:0,,0,1,,0,,23,20,3,28,,이론+실습,일반,,0
1154,3,BAAH58037,PHIL,0103103,전선,3017,아리스토텔레스,ARISTOTLE,,"*학년별 수강신청 기간에는 원전공생들만 수강신청 가능

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능
",3.0,3.0," 휴먼ICT, 글로벌MICE, 인문상담치유",철학과,인문상담치유연계전공, 수01-06(새1211), 김길수,100:0:0,토론식강의,0,0,,0,,20,20,0,20,,이론,일반,,0
1155,3,BAAH58039,PHIL,0300101,전선,3018,장자,ZHUANGZI,,"*학년별 수강신청 기간에는 원전공생들만 수강신청 가능

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능",3.0,3.0," 휴먼ICT, 글로벌MICE, 인문상담치유",철학과,인문상담치유연계전공, 월13-18(새1211), 오주연,100:0:0,,0,0,,0,,16,16,0,20,,이론,일반,,0
1156,2,BAAH58042,ENGL,0200102,전선,3019,셰익스피어,READINGS IN SHAKESPEARE,,"*학년별 수강신청 기간에는 원전공생들만 수강신청 가능

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능
",3.0,3.0," 휴먼ICT, 글로벌MICE, 인문상담치유",철학과,인문상담치유연계전공," 화16-18(문204), 목07-09(문204)", 강형민,100:0:0,,0,0,,0,,6,6,0,20,,이론,일반,,0
1157,2,BAAH62324,HIST,0301102,전선,3020,사기열전,THE BIOGRAPHIES OF THE RECORD OF THE GRAND HISTORIAN  SHI JI,,"*학년별 수강신청 기간에는 원전공생들만 수강신청 가능

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능",3.0,3.0," 휴먼ICT, 글로벌MICE, 인문상담치유",철학과,인문상담치유연계전공, 목11-16(새1211), 나행주,100:0:0,,0,0,,0,,9,8,1,20,,이론,일반,,0
1158,2,BAAI61245,HUMA,0000103,전선,3021,역사적트라우마와치유,HISTORICAL TRAUMA AND HEALING,,,3.0,3.0, 통일인문교육연계,철학과,통일인문교육연계전공," 월07-09(새1207), 수10-12(새1207)", 박영균,100:0:0,,0,0,,0,,3,3,0,20,,이론,일반,,0
1159,3,BAAI61251,HUMA,0000104,전선,3023,대중문화와통일인문학,POPULAR CULTURE AND HUMANITIES FOR UNIFICATION,,,3.0,3.0, 통일인문교육연계,철학과,통일인문교육연계전공," 월13-16(새1207), 목17-18(새1207)", 김종군,100:0:0,,0,0,,0,,2,1,1,20,,이론,일반,,0
1160,3,BABA04118,KORE,0202102,전선,3026,고전과문학치료,THE CLASSICS AND LITERARY THERAPHY,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.
",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과, 화03-08(문309), 나지영,50:18.8:31.3,,0,0,,0,,54,50,4,49,,이론,B-러닝(실시간+녹화+대면),,0
1161,4,BABA04119,KORE,0202103,전선,3027,고전과창작,THE CLASSICS AND ARTISTIC CREATION,,"*학년별 수강신청 기간에는 원전공생들만 수강신청 가능

*3, 4학년만 수강신청 가능",2.0,2.0, 국어국문학과,국어국문학과,국어국문학과, 수03-06(문303), 신동흔,100:0:0,토론식강의,0,0,,0,,28,26,2,16,,이론,일반,,0
1162,2,BABA04133,KORE,0203101,전선,3028,고전시가의이해,KOREAN CLASSICAL POETRY,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과," 월09-11(문309), 화09-11(문309)", 김정애,100:0:0,,0,0,,0,,46,46,0,49,,이론,일반,,0
1163,2,BABA04145,KORE,0104101,전선,3029,국어문법론,KOREAN GRAMMAR,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과, 화01-06(문303), 조용준,100:0:0,,0,0,,0,,55,55,0,49,,이론,일반,,0
1164,3,BABA04159,KORE,0109101,전선,3030,국어학연습,PRACTICE IN KOREAN LINGUISTICS,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과, 금03-08(문309), 이향원,100:0:0,,0,0,,0,,50,49,1,49,,이론,일반,,0
1165,2,BABA04190,KORE,0401101,전선,3031,한문학의세계,CHINESE LITERATURE,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과, 화13-18(문309), 김지혜,100:0:0,,0,0,,0,,48,48,0,49,,이론,일반,,0
1166,3,BABA04199,KORE,0207102,전선,3032,현대시인론,THEORY OF MODERN POETS,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과," 화09-11(문303), 목09-11(문303)", 임지연,100:0:0,,0,0,,0,,47,47,0,49,,이론,일반,,0
1167,3,BABA04200,KORE,0206103,전선,3033,현대작가론,MODERN WRITERS,,"*비전임교원 또는 강사 배정예정

*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과, 월03-08(문303), 김소연,100:0:0,,0,0,,0,,52,52,0,49,,이론,일반,,0
1168,4,BABA39726,LITE,0300101,전선,3034,문예창작,LITERATURE WRITING,,"*학년별 수강신청 기간에는 원전공생들만 수강신청 가능

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능",2.0,2.0, 국어국문학과,국어국문학과,국어국문학과, 수09-12(문309), 육지현,100:0:0,,0,0,,0,,22,22,0,49,,이론,일반,,0
1169,3,BABA39728,KORE,0202106,전선,3035,고전문학과콘텐츠,KOREAN TRADITIONAL LITERATURE AND CONTENTS,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과, 금09-14(문209), 황혜진,100:0:0,토론식강의,0,0,,0,,38,37,1,29,,이론,일반,,0
1170,4,BABA39731,LING,2200101,전선,3036,외국인을위한한국어교수법,KOREAN TEACHING METHOD FOR FOREIGNERS,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",2.0,2.0, 국어국문학과,국어국문학과,국어국문학과, 월05-08(문309), 김주연,100:0:0,,0,0,,0,,23,23,0,49,,이론,일반,,0
1171,4,BABA49017,KORE,0109102,전선,3037,국어학연구사,HISTORY OF KOREAN LINGUISTICS,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능

*토론식수업 강의실 배정 받음(인문학관 209호)

*1학년을 제외한 2~4학년 수강 가능",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과, 목02-07(문209)," 오재혁, 정환민",100:0:0,토론식강의,0,0,,0,,21,21,0,21,,이론,일반,,0
1172,2,BABA49070,KORE,0208101,전선,3038,현대극문학의이해,MODERN DRAMA,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과," 월13-15(문303), 수07-09(문303)", 홍재범,100:0:0,,0,0,,0,,17,15,2,49,,이론,일반,,0
1173,3,BABA55514,KORE,0206105,전선,3039,현대문학특강,TOPICS OF MODERN LITERATURE,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",2.0,2.0, 국어국문학과,국어국문학과,국어국문학과, 월09-12(문303), 홍재범,100:0:0,,0,0,,0,,11,11,0,49,,이론,일반,,0
1174,3,BABA55517,KORE,0115101,전선,3040,국어와언어생활,LIFE IN EVERYDAY KOREAN,,"*학년별 수강신청 기간에는 국어국문학과 원전공학생들만 수강신청 가능.

*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.",3.0,3.0, 국어국문학과,국어국문학과,국어국문학과, 수13-18(문309), 변영수,100:0:0,,0,0,,0,,54,54,0,49,,이론,일반,,0
1175,2,BACA04221,ENGL,0299103,전선,3041,미국문화와영화,AMERICAN CULTURE AND MOVIES,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과, 화13-18(문302-1), 이형식,100:0:0,,0,0,,0,,44,44,0,40,,이론,일반,,0
1176,2,BACA04221,ENGL,0299103,전선,3042,미국문화와영화,AMERICAN CULTURE AND MOVIES,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과," 수13-16(문211), 금05-06(문211)", 이주연,100:0:0,,0,0,,0,,7,7,0,20,,이론,일반,,0
1177,4,BACA04243,ENGL,0299104,전선,3043,영미문학과대중문화,BRITISH/AMERICAN LITERATURE & POPULAR CULTURE,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과," 월13-15(문302-1), 금04-06(문302-1)", 최하영,100:0:0,,0,0,,0,,14,14,0,40,,이론,일반,,0
1178,3,BACA04252,ENGL,0206101,전선,3044,영미시의사조,ENGLISH POETRY AND INTELLECTUAL TRENDS,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과, 수13-18(문302-1), 정성연,100:0:0,,0,0,,0,,45,45,0,40,,이론,일반,,0
1179,1,BACA04253,ENGL,0206102,전선,3045,영미시의이해,UNDERSTANDING OF ENGLISH POETRY,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과, 금13-18(문302-1), 박서영,100:0:0,,0,0,,0,,17,17,0,40,,이론,일반,,0
1180,2,BACA04272,ENGL,0199102,전선,3046,영어번역,ENGLISH TRANSLATION,,토론식 강의,3.0,3.0," 국제비지니스, 영어영문학과",영어영문학과,영어영문학과," 월07-09(문209), 수10-12(문209)", 오은혜,100:0:0,토론식강의,0,0,,0,,36,35,1,36,,이론,일반,,0
1181,3,BACA04274,ENGL,0107101,전선,3048,영어사,HISTORY OF ENGLISH LANGUAGE,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과," 화04-06(문302-1), 목01-03(문302-1)", 한정임,100:0:0,,0,0,,0,,34,34,0,40,,이론,일반,,0
1182,4,BACA04280,ENGL,0199103,전선,3049,영어토론및발표,ENGLISH DEBATE & PUBLIC SPEAKING,,,3.0,3.0," 국제비지니스, 영어영문학과",영어영문학과,영어영문학과," 월01-03(문211), 수04-06(문211)", 라이언,100:0:0,,0,0,,1,영어,15,15,0,20,,이론,일반,,0
1183,4,BACA04280,ENGL,0199103,전선,3050,영어토론및발표,ENGLISH DEBATE & PUBLIC SPEAKING,,,3.0,3.0," 국제비지니스, 영어영문학과",영어영문학과,영어영문학과," 월04-06(문211), 수01-03(문211)", 라이언,100:0:0,,0,0,,1,영어,18,18,0,20,,이론,일반,,0
1184,1,BACA04300,ENGL,0108101,전선,3051,응용영어학입문,INTRODUCTION TO APPLIED ENGLISH LINGUISTICS,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과," 화07-09(문211), 목10-12(문211)", 전문기,100:0:0,,0,0,,0,,36,36,0,40,,이론,일반,,0
1185,1,BACA04300,ENGL,0108101,전선,3052,응용영어학입문,INTRODUCTION TO APPLIED ENGLISH LINGUISTICS,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과," 화10-12(문211), 목07-09(문211)", 전문기,100:0:0,,0,0,,0,,42,42,0,40,,이론,일반,,0
1186,4,BACA41462,ENGL,0208101,전선,3053,미국소설,AMERICAN NOVEL,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과," 화10-12(문302-1), 목07-09(문302-1)", 이혜수,100:0:0,,0,0,,0,,34,34,0,30,,이론,일반,,0
1187,2,BACA46616,ENGL,0200105,전선,3054,영문학개론2,INTRODUCTION TO ENGLISH LITERATURE 2,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과," 월17-18(문302-1), 목13-16(문302-1)", 강형민,100:0:0,,0,0,,0,,15,15,0,40,,이론,일반,,0
1188,2,BACA47925,ENGL,0101102,전선,3055,영어형태음운론,ENGLISH MORPHOPHONOLOGY,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과, 금13-18(문211), 최태환,100:0:0,,0,0,,0,,6,6,0,40,,이론,일반,,0
1189,3,BACA47926,ENGL,0104101,전선,3056,영어의미화용론,ENGLISH SEMANTICS AND PRAGMATICS,,,3.0,3.0," 국제비지니스, 영어영문학과",영어영문학과,영어영문학과," 월07-09(문211), 수10-12(문211)", 안희돈,100:0:0,,0,0,,1,영어,28,24,4,40,,이론,일반,,0
1190,3,BACA65231,ENGL,0200109,전선,3057,영미소설과스토리텔링,ENGLISH NOVEL AND STORYTELLING,,토론식 강의,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과," 화07-09(문209), 목10-12(문209)", 이혜수,100:0:0,토론식강의,0,0,,0,,36,36,0,30,,이론,일반,,0
1191,3,BAFA04536,CHIN,0202101,전선,3058,역대시가선,SELECTED READINGS IN POETRY & LYRICS,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과, 화01-06(문210), 이은주,100:0:0,,0,0,,0,,21,14,7,44,,이론,일반,,0
1192,3,BAFA04539,CHIN,0199105,전선,3059,중국문자의이해,UNDERSTANDING OF CHINESE LETTER,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과," 월13-15(문210), 수04-06(문210)", 오제중,100:0:0,플립드러닝,0,0,,0,,19,19,0,44,,이론,일반,,0
1193,2,BAFA04555,CHIN,0199109,전선,3061,중국어실습2,CHINESE PRACTICE II,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과," 화07-09(문212), 목07-09(문212)", 최태훈,100:0:0,,0,0,,0,,10,10,0,45,,이론,일반,,0
1194,3,BAFA04562,CHIN,0199110,전선,3062,중국어작문,CHINESE COMPOSITION,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과," 월07-09(문204), 수13-15(문204)", 위펑,100:0:0,,0,0,,1,중국어,6,6,0,67,,이론,일반,,0
1195,2,BAFA04575,CHIN,0208102,전선,3063,중국현대문학의이해2,STUDY OF MODERN CHINESE LITERATURE 2,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과, 수07-12(문212), 김혜주,100:0:0,,0,0,,0,,26,25,1,45,,이론,일반,,0
1196,2,BAFA45283,CHIN,0199112,전선,3064,중국어회화2,CHINESE SPEECH 2,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과, 화01-06(문212), 홍현지,100:0:0,,0,0,,0,,9,9,0,45,,이론,일반,,0
1197,2,BAFA46491,CHIN,0203101,전선,3065,중국문학사2,HISTORY OF ANCIENT CHINESE LITERATURE 2,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과," 화16-18(문212), 목16-18(문212)", 당윤희,100:0:0,토론식강의,0,0,,0,,27,27,0,45,,이론,일반,,0
1198,3,BAFA46492,CHIN,0206102,전선,3066,중국서사와스토리텔링,SELECTED READINGS IN CLASSICAL FICTION,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과," 화13-15(문209), 목13-15(문209)", 당윤희,100:0:0,토론식강의,0,0,,0,,31,29,2,29,,이론,일반,,0
1199,1,BAFA58949,CHIN,0199117,전선,3069,중국어의이해2,INTRODUCTION TO CHINESE 2,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과, 월13-18(문212), 홍소영,100:0:0,,0,0,,0,,13,13,0,45,,이론,일반,,0
1200,1,BAFA58949,CHIN,0199117,전선,3070,중국어의이해2,INTRODUCTION TO CHINESE 2,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과," 화13-15(문212), 목13-15(문212)", 최태훈,100:0:0,,0,0,,0,,16,16,0,45,,이론,일반,,0
1201,4,BAFA65173,CHIN,0212106,전선,3071,중국사회문화현상의이해,INTRODUCTION TO CHINESE SOCIO-CULTURAL PHENOMENA ,,,3.0,3.0, 중어중문학과,중어중문학과,중어중문학과, 목01-06(문210), 김혜주,100:0:0,,0,0,,0,,30,30,0,44,,이론,일반,,0
1202,1,BAFA65175,CHIN,0203102,전선,3072,중국어연극캡스톤디자인,CAPSTON DESIGN OF CHINESE PLAY (CAPSTONE DESIGN),,,2.0,2.0, 중어중문학과,중어중문학과,중어중문학과, 금05-08(상허관106), 당윤희,100:0:0,토론식강의,1,0,,0,,34,34,0,58,,실험+실습+실기,일반,,0
