No,학년,학수번호,과목분야,교과번호,"이수
구분","과목
번호",교과목명,영문교과목명,"강의
계획서",비고,학점,시간,"수강
학부(과)/전공","제청
학부(과)/전공","개설
학부(과)/전공",강의요시/강의실,담당교수,"강의비율
대면:녹화:실시간","수업
유형","캡스톤
(ABF제
적용)","NCS
(ABF제
적용)","패스
과목","원어
강의","원어
유형","현재
인원","학부
인원","대학원
인원","제한
인원","과목
해설","강의
유형","강의
종류",영역,합반
2220,3,BSFA06949,STAT,0100102,전선,4169,수리통계학2,MATHEMATICAL STATISTICS II,,"응용통계학과만 수강가능
(Only for Korean students)",3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 화01-03(상허관106), 목04-06(상허관106)", 김형문,34.4:65.6:0,플립드러닝,0,0,,1,영어,24,24,0,58,,이론,B-러닝(녹화+대면),,0
2221,3,BSFA06949,STAT,0100102,전선,4170,수리통계학2,MATHEMATICAL STATISTICS II,,"1학년 수강불가
(Only for Korean students)",3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 월01-03(상허관222), 수04-06(상허관222)", 유규상,93.8:6.3:0,,0,0,,1,영어,22,22,0,56,,이론,일반,,0
2222,3,BSFA06952,STAT,0402101,전선,4171,실험계획법,EXPERIMENTAL DESIGN,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 월13-18(상허관217), 최이선,100:0:0,,0,0,,0,,24,24,0,81,,이론,일반,,0
2223,4,BSFA06979,STAT,0805102,전선,4172,통계학응용특강,TOPICS IN STATISTICAL APPLICATION,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 수13-18(상허관222), 박창문,100:0:0,,0,0,,0,,27,27,0,56,,이론,일반,,0
2224,4,BSFA14930,STAT,0801103,전선,4173,통계자료분석,STATISTICS DATA ANALYSIS,,3학년 4학년 우선수강 (기초통계학 수강 후),3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 화13-18(상허관103), 국세정,100:0:0,,0,0,,0,,30,30,0,34,,이론,일반,,0
2225,2,BSFA55805,MATH,0201104,전선,4174,행렬대수학,MATRIX ALGEBRA,,응용통계학과 2학년 우선수강,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 화07-09(상허관217), 목10-12(상허관217)", 권성훈,100:0:0,,0,0,,0,,59,59,0,60,,이론,일반,,0
2226,2,BSFA55805,MATH,0201104,전선,4175,행렬대수학,MATRIX ALGEBRA,,다/부전공 학과 3학년 이하 우선 수강,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 화10-12(상허관217), 목07-09(상허관217)", 권성훈,100:0:0,,0,0,,0,,33,33,0,60,,이론,일반,,0
2227,1,BSFA55908,MATH,0100107,전선,4176,응용수학2,CALCULUS II,,"응용통계학과 원전공/다전공/부전공 학생들만 수강가능
(다/부전공 학생은 전체학년 수강신청 때 신청 가능. 그 외 타학과 수강불가) ",3.0,4.0, 응용통계학과,응용통계학과,응용통계학과," 월01-04(상허관108), 수01-04(상허관108)", 이문배,100:0:0,,0,0,,0,,44,41,3,45,,이론+실습,일반,,0
2228,1,BSFA55908,MATH,0100107,전선,4177,응용수학2,CALCULUS II,,,3.0,4.0, 응용통계학과,응용통계학과,응용통계학과," 화09-12(상허관222), 목09-12(상허관222)", 이상진,100:0:0,,0,0,,0,,51,51,0,60,,이론+실습,일반,,0
2229,4,BSFA61227,COMP,1101102,전선,4178,통계적인공지능,STATISTICAL AI,,"3학년 이상 우선수강 / 사회과학대학 학생만 수강 가능 / 이과대학, 공과대학, KU융합과학기술원 수강 불가",3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 금13-18(상허관103), 어수행,100:0:0,,0,0,,0,,12,12,0,34,,이론,일반,,0
2230,3,BSFA61228,ECON,0104107,전선,4179,경제자료분석,ECONOMIC DATA ANALYSIS,,"1학년 수강불가
(Only for Korean students)",3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 월04-06(상허관222), 수01-03(상허관222)", 유규상,93.8:6.3:0,,0,0,,1,영어,14,14,0,56,,이론,일반,,0
2231,4,BSFA64303,STAT,0500102,전선,4180,기계학습의이해,UNDERSTANDING OF MACHINE LEARNING,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 월10-12(상허관406), 수07-09(상허관406)", 권성훈,100:0:0,,0,0,,0,,12,12,0,35,,이론,일반,,0
2232,4,BSFA65275,STAT,0103102,전선,4181,THEORY OF BAYESIAN STATISTICS,THEORY OF BAYESIAN STATISTICS,,"3, 4학년 수강가능",3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 화01-03(상허관218), 목04-06(상허관218)", 조영주,100:0:0,,0,0,,1,영어,24,24,0,60,,이론,일반,,0
2233,3,BSHA57382,LAW ,0104109,전선,4182,행정법2,ADMINISTRATIVE LAW 2,,"행정법1 수강자 권고
교과목명 변경 (구 : 행정법II)",3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월04-06(종강101), 수01-03(종강101)", 조상희,100:0:0,,0,0,,0,,13,13,0,70,,이론,일반,,0
2234,1,BSHA57391,LAW ,0104110,전선,4183,헌법1,CONSTITUTIONAL LAW 1,,교과목명 변경 (구: 헌법I),3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월01-03(종강101), 수04-06(종강101)", 조상희,100:0:0,,0,0,,0,,33,33,0,70,,이론,일반,,0
2235,1,BSHA59405,LAW ,0104101,전선,4184,민법입문,INTRODUCTION TO CIVIL LAW,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 화01-03(종강101), 목04-06(종강101)", 이상용,100:0:0,,0,0,,0,,44,44,0,94,,이론,일반,,0
2236,2,BSHA59425,PPOL,0100102,전선,4186,융합적사고와고급논술,CONVERGENCE THINKING AND ADVANCED WRITING,,융합인재학과 학생만 수강가능,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월01-03(상허관318), 수04-06(상허관318)", 김용운,100:0:0,,0,0,,0,,6,6,0,56,,실험+실습+실기,일반,,0
2237,2,BSHA61380,PPOL,0100104,전선,4187,국제사회와법,INTERNATIONAL SOCIETY AND LAW,,"한국어 강의, 외국인 수강 가능",3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월07-09(상허관318), 수10-12(상허관318)", 박병도,100:0:0,,0,0,,0,,35,35,0,36,,이론,일반,,0
2238,2,BSHA61387,PPOL,0101101,전선,4188,사회문제해결의논리,LOGICS OF SOCIAL PROBLEM SOLVING,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월10-12(상허관318), 수07-09(상허관318)", 권용수,100:0:0,,0,0,,0,,24,24,0,56,,이론,일반,,0
2239,3,BSHA61391,PPOL,0500101,전선,4189,경제학사례연습,CASE STUDY IN ECONOMICS,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 화01-03(상허관318), 목04-06(상허관318)", 이기성,100:0:0,,0,0,,0,,24,24,0,56,,이론+실습,일반,,0
2240,3,BSHA61392,PPOL,0100108,전선,4190,고전으로본국가와사회,UNDERSTANDING OF NATION AND SOCIETY BY CLASSICS,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과, 금13-18(상허관303), 안효성,56.3:43.8:0,,0,0,,0,,38,38,0,36,,이론,B-러닝(녹화+대면),,0
2241,3,BSHA62309,PPOL,0100111,전선,4191,공기업경영론,MANAGEMENT OF PUBLIC CORPORATION,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과, 월13-18(상허관318), 유동상,100:0:0,,0,0,,0,,32,32,0,56,,이론,일반,,0
2242,4,BSHA65167,PPOL,0100119,전선,4194,사회문제해결캡스톤디자인,CAPSTONE DESIGN IN INTERDISCIPLINARY STUDIES  (CAPSTONE DESIGN),,교과목명 변경 (구:융합문제해결캡스톤디자인),3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과, 수13-18(상허관106), 이상엽,100:0:0,토론식강의,1,0,,0,,24,24,0,30,,실험+실습+실기,일반,,0
2243,2,BSHA65168,LAW ,0104112,전선,4195,형법입문,INTRODUCTION TO CRIMINAL LAW,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월04-06(상허관318), 수01-03(상허관318)", 김재윤,100:0:0,,0,0,,0,,48,48,0,56,,이론,일반,,0
2244,3,BSHA65272,PPOL,0100121,전선,4196,DISCOURSE IN PUBLIC SPHERE,DISCOURSE IN PUBLIC SPHERE,,"융합인재학과 학생만 수강 가능
교과목명 변경 (구:공공영역의담론)",3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 화10-12(상허관303), 목07-09(상허관303)", 최하영,100:0:0,,0,0,,1,영어,8,8,0,36,,이론,일반,,0
2245,2,BSIA58998,INTR,0200104,전선,4197,중국통상실무의이해,UNDERSTANDING OF CHINESE TRADE PRACTICE,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월01-03(상허관219), 수04-06(상허관219)", 김욱,93.8:6.3:0,,0,0,,1,중국어,10,10,0,56,,이론,일반,,0
2246,2,BSIA58999,POLI,0600103,전선,4198,중국정치경제원전강독,READING IN ORIGINAL TEXT OF CHINESE POLITICS AND ECONOMY,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월04-06(상허관219), 수01-03(상허관219)", 김욱,93.8:6.3:0,,0,0,,0,,9,9,0,56,,이론,일반,,0
2247,2,BSIA59000,BUSI,1000101,전선,4199,중국기업경영전략론,CHINESE CORPORATION STRATEGIC MANAGEMENT,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화07-09(상허관318), 목10-12(상허관318)", 장준,75:25:0,,0,0,,0,,16,16,0,56,,이론,일반,,0
2248,2,BSIA59001,ECON,0600105,전선,4200,중국금융론,THEORY OF CHINESE FINANCE,,학점교류생 수강불가,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화01-03(상허관219), 목04-06(상허관219)", 김욱,93.8:6.3:0,,0,0,,0,,15,15,0,56,,이론,일반,,0
2249,2,BSIA59002,INTR,0300103,전선,4201,중국통상법규의이해,CHINESE TRADE LAW,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월10-12(상허관317), 수07-09(상허관317)", 윤상윤,96.9:3.1:0,,0,0,,0,,16,16,0,56,,이론,일반,,0
2250,3,BSIA59006,AREA,1105101,전선,4202,양안관계론,STUDY OF CROSS-STRAIT RELATIONS,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과, 목13-18(상허관219), 강귀영,100:0:0,,0,0,,0,,33,33,0,56,,이론,일반,,0
2251,3,BSIA59008,ECON,1003106,전선,4203,한중경제관계의이해,THEORY OF ECONOMIC RELATIONS BETWEEN KOREA AND CHINA,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 수13-16(상허관219), 금05-06(상허관219)", 장준,75:25:0,,0,0,,0,,15,15,0,56,,이론,일반,,0
2252,4,BSIA59011,BUSI,0800103,전선,4204,현대중국기업사례연구,CASE STUDY OF CONTEMPORARY CHINESE CORPORATION MANAGEMENT,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화13-16(상허관219), 금07-08(상허관219)", 장준,75:25:0,,0,0,,0,,11,11,0,56,,이론,일반,,0
2253,4,BSIA59013,BUSI,1200101,전선,4205,중국전자상거래론,CHINESE ELECTRONIC COMMERCE,,학점교류생수강불가,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화10-12(상허관219), 목07-09(상허관219)", 박상도,93.8:6.3:0,,0,0,,0,,9,9,0,56,,이론,일반,,0
2254,1,BSIA61217,BUSI,0602103,전선,4206,한중마켓의이해,UNDERSTANDING OF KOREA AND CHINA MARKET,,"글로벌시장의 이해, 글로벌마켓의 이해 기수강 학생 수강 금지",3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월10-12(상허관219), 수07-09(상허관219)", 류미현,90.6:9.4:0,,0,0,,0,,34,34,0,56,,이론,일반,,0
2255,1,BSIA63059,CHIN,0108103,전선,4207,실용중국어2,PRACTICE CHINESE 2,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과, 수13-18(상허관108), 강귀영,100:0:0,,0,0,,0,,9,9,0,39,,이론,일반,,0
2256,2,BSIA63061,AREA,0101101,전선,4209,중국데이터분석과활용,CHINESE DATA ANALYSIS AND UTILIZATION,,학점교류생 수강불가,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화04-06(상허관219), 목01-03(상허관219)", 박상도,93.8:6.3:0,,0,0,,0,,26,26,0,56,,이론,일반,,0
2257,2,BSIA63081,PSYC,1600104,전선,4210,한중고객심리론,KOREAN AND CHINESE CUSTOMER PSYCHOLOGY THEORY,,"글로벌소비자심리론, 한중소비자심리론 기수강 학생 수강 금지",3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월07-09(상허관219), 수10-12(상허관219)", 류미현,90.6:9.4:0,,0,0,,0,,14,14,0,56,,이론,일반,,0
2258,3,BSIA63093,BUSI,0605104,전선,4211,한중트렌드와신상품전략,KOREAN AND CHINESE TREND AND NEW PRODUCT STRATEGY,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화07-09(상허관219), 목10-12(상허관219)", 류미현,84.4:15.6:0,,0,0,,0,,31,31,0,56,,이론,일반,,0
2259,1,BSIA63102,AREA,1103109,전선,4212,중국학개론,INTRODUCTION TO CHINESE STUDIES,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화10-12(상허관317), 목07-09(상허관317)", 윤상윤,93.8:6.3:0,,0,0,,0,,40,40,0,56,,이론,일반,,0
2260,3,BSIA65171,AREA,1103111,전선,4213,중국비즈니스법의이해,CHINESE BUSINESS LAW,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월07-09(상허관217), 수10-12(상허관217)", 윤상윤,96.9:3.1:0,,0,0,,0,,33,33,0,81,,이론,일반,,0
2261,2,BYBA06589,TECH,0500101,전선,4214,감정평가실무론,APPRAISAL PRACTICES,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 수01-06(부302), 최태규,100:0:0,,0,0,,0,,25,25,0,56,,이론,일반,,0
2262,2,BYBA06611,LAW ,0312101,전선,4215,부동산계약법,REAL ESTATE CONTRACT LAW,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 금10-15(부303), 정한샘,100:0:0,,0,0,,0,,63,63,0,56,,이론,일반,,0
2263,3,BYBA06630,BUSI,0600108,전선,4216,부동산시장조사론,REAL ESTATE MARKET RESEARCH,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 수07-12(부303), 오세준,100:0:0,,0,0,,0,,38,37,1,56,,이론,일반,,0
2264,4,BYBA06633,ECON,0103101,전선,4217,부동산정책론,REAL ESTATE POLICY,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 금03-08(부302), 유주연,100:0:0,,0,0,,0,,21,20,1,56,,이론,일반,,0
2265,4,BYBA06634,ECON,0501101,전선,4218,부동산조세론,TAX ON REAL ESTATE,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 수13-18(부301), 박정현,100:0:0,,0,0,,0,,27,27,0,60,,이론,일반,,0
2266,3,BYBA06641,BUSI,0704101,전선,4220,부동산투자론,REAL ESTATE INVESTMENT,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 화10-12(부301), 목10-12(부301)", 노승한,81.3:18.8:0,,0,0,,0,,39,39,0,92,,이론,일반,,0
2267,4,BYBA25612,BUSI,0600109,전선,4221,부동산경매론,REAL ESTATE AUCTION,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 월13-18(부303), 민경호,100:0:0,,0,0,,0,,64,64,0,56,,이론,일반,,0
2268,4,BYBA47813,ARCH,0404101,전선,4222,부동산시설관리론,REAL ESTATE FACILITY MANAGEMENT,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 월10-12(부302), 수10-12(부302)", 이상엽,100:0:0,,0,0,,0,,43,43,0,56,,이론,일반,,0
2269,3,BYBA50984,BUSI,0704103,전선,4223,주거용부동산금융론,RESIDENTIAL MORTGAGE FINANCING,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 월13-15(부201), 수13-15(부201)", 고성수,96.9:3.1:0,,0,0,,0,,40,40,0,60,,이론,일반,,0
2270,4,BYBA50987,BUSI,0704105,전선,4224,부동산파생상품론,REAL ESTATE DERIVATIVES,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 화16-18(부303), 목16-18(부303)", 신승우,93.8:6.3:0,,0,0,,0,,25,25,0,56,,이론,일반,,0
2271,4,BYBA50989,LAW ,0320101,전선,4225,부동산기업법,REAL ESTATE COMPANY LAW AND PRACTICE,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 화04-06(부302), 목04-06(부302)", 김병연,34.4:46.9:18.8,,0,0,,0,,22,21,1,56,,이론,B-러닝(실시간+녹화+대면),,0
2272,2,BYBA59120,LAW ,0410103,전선,4226,부동산행정법,ADMINISTRATIVE LAW OF REAL ESTATE,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 화04-06(부301), 목04-06(부301)", 이현수,50:50:0,,0,0,,0,,67,67,0,70,,이론,B-러닝(녹화+대면),,0
2273,2,BYBA59123,BUSI,0700105,전선,4227,부동산자본결정론,REAL ESTATE FINANCIAL MANAGEMENT,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 화13-15(부302), 목13-15(부302)", 송정섭,100:0:0,,0,0,,1,영어,64,64,0,56,,이론,일반,,0
2274,3,BYBA61239,BUSI,0203101,전선,4228,프롭테크실습,PROP-TECH PRACTICUM,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 금13-18(부401), 임수정,100:0:0,,0,0,,0,,9,9,0,24,,실험+실습+실기,일반,,0
2275,3,BYBA65351,GEOG,0105103,전선,4229,GEOGRAPHIC INFORMATION SYSTEMS,GEOGRAPHIC INFORMATION SYSTEMS,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 화04-06(부401), 목04-06(부401)", 전재식,100:0:0,,0,0,,1,영어,30,30,0,30,,이론+실습,일반,,0
2276,2,BANA65280,JOUR,0204107,전선,4230,UNDERSTANDING VISUAL MEDIA,UNDERSTANDING VISUAL MEDIA,,"*지정원어강의

*학년별 수강신청 기간에는 미디어커뮤니케이션학과 원전공학생들만 수강신청 가능.
*문과대학생, 다/부전공 및 학점교류생들은 전체수강신청 기간에 신청 가능.
*영상미디어(~2022-2)와 동일과목임.",3.0,3.0, 미디어커뮤니케이션학과,미디어커뮤니케이션학과,미디어커뮤니케이션학과," 화10-12(문304), 목07-09(문304)", 채지영,75:25:0,,0,0,,1,영어,47,47,0,60,,이론,일반,,0
2277,3,BBQA59280,POLY,0200101,전선,4232,고분자물리,POLYMER PHYSICS,,,3.0,3.0," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",화학공학부,화학공학부," 화13-15(공A207), 목13-15(공A207)", 김형섭,100:0:0,,0,0,,0,,37,37,0,44,,이론,일반,,0
2278,2,BJCA65308,CHEM,0600109,전선,4234,ANALYTICAL CHEMISTRY 2,ANALYTICAL CHEMISTRY 2,,분석화학2 와 동일교과목입니다. 이전에 분석화학2를 수강한 학생은 중복수강 유의 바랍니다.,3.0,3.0, 화학과,화학과,화학과, 월01-06(창106), 김기준,100:0:0,,0,0,,1,영어,41,41,0,80,,이론,일반,,0
2279,2,BLEA59044,CHEN,0700103,전선,4235,경피흡수공학,PERCUTANEOUS ABSORPTION TECHNOLOGY OF COSMETIC INGREDIENTS,,"화장품공학과 학생만 수강가능(1학년 수강불가)

*부전공생은 담당교강사에게 메일로 문의 후 신청가능",3.0,3.0, 화장품공학,화장품공학과,화장품공학과," 월14-16(종강101), 수14-16(종강101)", 김혜민,81.3:18.8:0,,0,0,,1,영어,69,69,0,60,,이론,일반,,0
2280,3,BACA65232,ENGL,0200110,전선,4236,영미문학과환경,ENGLISH LITERATURE AND ENVIRONMENT,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과, 월10-15(문211), 박신현,93.8:6.3:0,,0,0,,0,,25,25,0,40,,이론,일반,,0
2281,3,BHEA10019,MUSI,0100104,전선,4237,국악개론2,INTRODUCTION TO KOREAN TRADITIONAL MUSIC II,,,2.0,2.0, 음악교육과,음악교육과,음악교육과, 월13-16(사312), 임란경,100:0:0,,0,0,,0,,18,18,0,36,,이론,일반,,0
2282,1,BHEA65288,MUSI,0200107,전선,4238,HARMONY 1,HARMONY 1,,,3.0,3.0, 음악교육과,음악교육과,음악교육과," 화05-07(사312), 금04-06(사312)", 안소영,100:0:0,,0,0,,1,영어,19,19,0,36,,이론+실습,일반,,0
2283,1,BHEA20179,MUSI,0500104,전선,4239,음악교수법,MUSIC PEDAGOGY,,,2.0,2.0, 음악교육과,음악교육과,음악교육과, 화13-16(사311)," 정소윤, 김재미",100:0:0,,0,0,,0,,19,19,0,55,,실험+실습+실기,일반,,0
2284,4,BHEA61375,MUSI,0500108,전선,4240,음악교직역량강화세미나,SEMINAR IN MUSIC TEACHING COMPETENCY,,,3.0,4.0, 음악교육과,음악교육과,음악교육과," 화11-14(사312), 금07-08(사312), 금09-10(사301)"," 안소영, 임란경, 최은식",100:0:0,,0,0,,0,,10,10,0,36,,이론+실습,일반,,0
2285,2,BHEA10049,MUSI,1700104,전선,4242,부전공실기4,SECONDARY PERFORMANCE 4,,,1.0,1.0, 음악교육과,음악교육과,음악교육과, 화03-04(사314), 김예슬,100:0:0,,0,0,,0,,8,8,0,9,,실험+실습+실기,일반,,0
2286,3,BHEA10051,MUSI,1700106,전선,4243,부전공실기6,SECONDARY PERFORMANCE 6,,,1.0,1.0, 음악교육과,음악교육과,음악교육과, 수11-12(사314), 노지영,100:0:0,,0,0,,0,,9,9,0,9,,실험+실습+실기,일반,,0
2287,2,BACA65309,ENGL,0103102,전선,4245,SYNTAX,SYNTAX,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과, 금07-12(문211), 배수영,100:0:0,,0,0,,1,영어,27,26,1,30,,이론,일반,,0
2288,1,BHCA61458,MATH,0103126,전선,4246,수학사활용수학교육,MATHEMATICS EDUCATION USING HISTORY,,,3.0,3.0, 수학교육과,수학교육과,수학교육과, 금01-06(사218), 송정화,100:0:0,,0,0,,0,,10,10,0,48,,이론,일반,,0
2289,3,BLGA65314,PHCO,0800102,전선,4248,PRINCIPLES OF DRUG DELIVERY,PRINCIPLES OF DRUG DELIVERY,,*학과홈페이지 게시판 의생명공학과 수강신청기간 학과제한 및 학년제한 학과내규 확인 요망,3.0,3.0, 의생명공학,의생명공학과,의생명공학과," 월04-06(동710-4), 수10-12(생251)", 신하연,100:0:0,,0,1,,1,영어,53,53,0,55,,이론,일반,,0
2290,2,BBRA60385,BEAU,0100102,전선,4249,두피관리와염색,HAIR COLORING,,,3.0,3.0, K뷰티산업융합학과,K뷰티산업융합학과,K뷰티산업융합학과, 월19-21(산학201), 박세실리아,100:0:0,,0,0,,0,,16,16,0,30,,이론,일반,,0
2291,2,BBRA60374,BEAU,0200102,전선,4250,스킨케어연구,SKIN CARE RESEARCH,,,3.0,3.0, K뷰티산업융합학과,K뷰티산업융합학과,K뷰티산업융합학과, 토03-08(산학307), 박세실리아,100:0:0,,0,0,,0,,15,15,0,30,,이론,일반,,0
2292,9,BKUA58394,,,전선,4251,드림학기설계1,DREAMPROJECT1,,"1. 드림학기제 OT 및 중간발표회, 성과발표회 필수 참석(성적반영) 
2. 세부일정 및 장소는 추후 공지",3.0,10.0, 전체,전체대학,전체대학,, 미배정,,,0,0,,0,,97,97,0,0,,실험+실습+실기,일반,,0
2293,9,BKUA58396,,,전선,4252,드림학기설계2,DREAMPROJECT2,,"1. 드림학기제 OT 및 중간발표회, 성과발표회 필수 참석(성적반영) 
2. 세부일정 및 장소는 추후 공지",3.0,10.0, 전체,전체대학,전체대학,, 미배정,,,0,0,,0,,91,91,0,0,,실험+실습+실기,일반,,0
2294,9,BKUA58398,,,전선,4253,드림학기설계3,DREAMPROJECT3,,"1. 드림학기제 OT 및 중간발표회, 성과발표회 필수 참석(성적반영) 
2. 세부일정 및 장소는 추후 공지",3.0,10.0, 전체,전체대학,전체대학,, 미배정,,,0,0,,0,,78,78,0,0,,실험+실습+실기,일반,,0
2295,9,BKUA58400,,,전선,4254,드림학기설계4,DREAMPROJECT4,,"1. 드림학기제 OT 및 중간발표회, 성과발표회 필수 참석(성적반영) 
2. 세부일정 및 장소는 추후 공지",3.0,10.0, 전체,전체대학,전체대학,, 미배정,,,0,0,,0,,2,2,0,0,,실험+실습+실기,일반,,0
2296,1,BACA65313,ENGL,0100110,전선,4255,INTRODUCTION TO ENGLISH LINGUISTICS,INTRODUCTION TO ENGLISH LINGUISTICS,,,3.0,3.0, 영어영문학과,영어영문학과,영어영문학과," 화13-15(문211), 목13-15(문211)", 배수영,100:0:0,,0,0,,1,영어,28,27,1,30,,이론,일반,,0
2297,9,BKUA64766,,,전선,4256,현장실습(IPP)1,IPP1,,해당 교과목은 현장실습 형태로 운영되는 교과목임,3.0,8.0, 전체,전체대학,전체대학,, 미배정,,,0,0,Y,,,61,61,0,0,,실험+실습+실기,일반,,0
2298,9,BKUA64767,,,전선,4257,현장실습(IPP)2,IPP2,,해당 교과목은 현장실습 형태로 운영되는 교과목임,3.0,8.0, 전체,전체대학,전체대학,, 미배정,,,0,0,Y,,,61,61,0,0,,실험+실습+실기,일반,,0
2299,9,BKUA64768,,,전선,4258,현장실습(IPP)3,IPP3,,해당 교과목은 현장실습 형태로 운영되는 교과목임,3.0,8.0, 전체,전체대학,전체대학,, 미배정,,,0,0,Y,,,51,51,0,0,,실험+실습+실기,일반,,0
2300,9,BKUA64774,,,전선,4259,현장실습(IPP)4,IPP4,,해당 교과목은 현장실습 형태로 운영되는 교과목임,3.0,8.0, 전체,전체대학,전체대학,, 미배정,,,0,0,Y,,,27,27,0,0,,실험+실습+실기,일반,,0
2301,9,BKUA64769,,,전선,4260,현장실습(IPP)5,IPP5,,해당 교과목은 현장실습 형태로 운영되는 교과목임,3.0,8.0, 전체,전체대학,전체대학,, 미배정,,,0,0,Y,,,10,10,0,0,,실험+실습+실기,일반,,0
2302,9,BKUA64776,,,전선,4261,현장실습(일학습병행)1,IPP-OJT1,,해당 교과목은 현장실습 형태로 운영되는 교과목임,3.0,8.0, 전체,전체대학,전체대학,, 미배정,,,0,0,Y,,,43,43,0,0,,실험+실습+실기,일반,,0
2303,9,BKUA64777,,,전선,4262,현장실습(일학습병행)2,IPP-OJT2,,해당 교과목은 현장실습 형태로 운영되는 교과목임,3.0,8.0, 전체,전체대학,전체대학,, 미배정,,,0,0,Y,,,41,41,0,0,,실험+실습+실기,일반,,0
2304,9,BKUA64778,,,전선,4263,현장실습(일학습병행)3,IPP-OJT3,,해당 교과목은 현장실습 형태로 운영되는 교과목임,3.0,8.0, 전체,전체대학,전체대학,, 미배정,,,0,0,Y,,,27,27,0,0,,실험+실습+실기,일반,,0
2305,9,BKUA64779,,,전선,4264,현장실습(일학습병행)4,IPP-OJT4,,해당 교과목은 현장실습 형태로 운영되는 교과목임,3.0,8.0, 전체,전체대학,전체대학,, 미배정,,,0,0,Y,,,12,12,0,0,,실험+실습+실기,일반,,0
