과목명,교수,전공,강의실,요일,강의시간
데이터베이스,김욱희, 스마트ICT융합공학,공B352,월,04-06
데이터베이스,김욱희, 스마트ICT융합공학,공B352,수,04-06
컴퓨터네트워크,장석호, 스마트ICT융합공학,공B352,화,10-12
컴퓨터네트워크,장석호, 스마트ICT융합공학,공B352,목,10-12
운영체제,안영아, 스마트ICT융합공학,상허관104,금,09-14
ICT서비스제작기획,유승환, 스마트ICT융합공학,공B352,목,13-18
모바일프로그래밍,노현아, 스마트ICT융합공학,신공1201,금,07-12
인공신경망,장석호, 스마트ICT융합공학,공B352,월,10-12
인공신경망,장석호, 스마트ICT융합공학,공B352,수,10-12
종합설계2,장석호, 스마트ICT융합공학,신공1201,월,13-15
종합설계2,장석호, 스마트ICT융합공학,신공1201,수,13-15
UX디자인,김지인, 스마트ICT융합공학,공C487,월,04-06
UX디자인,김지인, 스마트ICT융합공학,공C487,수,04-06
가상현실,"김형석, 정의준", 스마트ICT융합공학,문308,화,16-18
가상현실,"김형석, 정의준", 스마트ICT융합공학,문308,목,16-18
데이터사이언스,안영아, 스마트ICT융합공학,상허관104,금,01-06
화장품색채학,홍지유, 화장품공학,농501,화,11-16
화장품계면화학및가용화,김주찬, 화장품공학,공B456,목,09-14
화장품뷰티헬스케어실무및종합설계2,문채원, 화장품공학,공B257,월,13-18
화장품뷰티헬스케어실무및종합설계2,문채원, 화장품공학,공B257,화,13-18
화장품기능성소재학,김혜민, 화장품공학,생151,월,04-06
화장품기능성소재학,김혜민, 화장품공학,생151,수,04-06
화장품피부생리의과학,이재호, 화장품공학,생351,월,07-12
화장품산업과법규의이해,차영권, 화장품공학,농501,금,11-16
화장품원료공정실습,김민경, 화장품공학,공B258,금,11-18
화장품분석기기실습,김혜민, 화장품공학,공B256,화,04-07
화장품분석기기실습,김혜민, 화장품공학,공B256,목,04-07
화장품제형공학실습2,조현대, 화장품공학,공B258,목,11-18
화장품임상평가실습,백지훈, 화장품공학,공B257,수,07-18
화장품상품기획및마케팅학2,김지연, 화장품공학,생452,수,13-18
동물유전학,박찬규, 줄기세포재생공학,동320,화,15-16
동물유전학,박찬규, 줄기세포재생공학,동320,수,11-14
유전공학,최영석, 줄기세포재생공학,동301,화,13-14
유전공학,최영석, 줄기세포재생공학,동301,수,03-06
세포기능생물학,도정태, 줄기세포재생공학,동301,월,03-06
세포기능생물학,도정태, 줄기세포재생공학,동301,화,01-02
재생의학연구종합설계,"박찬규, 도정태, 홍권호", 줄기세포재생공학,생452,목,07-18
재생생명과학및실습,송혁, 줄기세포재생공학,동204,월,09-16
연구윤리및생물안전,송혁, 줄기세포재생공학,생151,목,01-06
신경생물학,오재욱, 줄기세포재생공학,동320,수,03-06
신경생물학,오재욱, 줄기세포재생공학,동320,목,03-04
암생물학및실험,조쌍구, 줄기세포재생공학,동301,화,09-12
암생물학및실험,조쌍구, 줄기세포재생공학,동301,목,11-14
4차산업혁명과미래기술,최영석, 줄기세포재생공학,동301,화,03-06
4차산업혁명과미래기술,최영석, 줄기세포재생공학,동301,수,09-10
생식세포학,김진회, 줄기세포재생공학,동301,월,11-13
생식세포학,김진회, 줄기세포재생공학,동301,수,11-13
융합과학종합설계3,"김동은, 강학수, 정유훈, 배승희", 줄기세포재생공학,생452,금,01-08
융합과학종합설계4,"조쌍구, 목혜정, 여운석, 송혁", 줄기세포재생공학,생452,금,09-16
질병과생체방어,오재욱, 줄기세포재생공학,동320,월,03-06
질병과생체방어,오재욱, 줄기세포재생공학,동320,화,03-04
MOLECULAR MEDICAL SCIENCE,홍권호, 줄기세포재생공학,동301,목,03-04
MOLECULAR MEDICAL SCIENCE,홍권호, 줄기세포재생공학,동301,금,09-12
생리학,김두일, 의생명공학,생251,화,15-19
약리학,김두일, 의생명공학,생251,화,09-14
단백질공학,강학수, 의생명공학,동309,월,01-03
단백질공학,강학수, 의생명공학,동309,화,01-03
바이러스질병학및실험,부하령, 의생명공학,생251,금,01-08
의생명데이터분석프로그래밍,김재범, 의생명공학,동309,화,09-12
의생명데이터분석프로그래밍,김재범, 의생명공학,동309,목,09-12
생체분자진단공학,이희정, 의생명공학,산학202,수,13-15
생체분자진단공학,이희정, 의생명공학,생251,목,03-05
졸업논문연구,"김재범, 윤대진, 강학수, 신하연", 의생명공학,동309,월,17-19
졸업논문연구,"김재범, 윤대진, 강학수, 신하연", 의생명공학,동309,목,17-19
졸업논문연구,"김재범, 윤대진, 강학수, 신하연", 의생명공학,동309,금,09-12
분자세포생물학2,윤대진, 의생명공학,법L504,화,04-06
분자세포생물학2,윤대진, 의생명공학,법L504,수,04-06
물리화학1,김양미, 시스템생명공학,산학713,월,07-09
물리화학1,김양미, 시스템생명공학,산학713,수,10-12
분석화학실험,김성현, 시스템생명공학,산학704,금,03-18
생화학2,정선호, 시스템생명공학,생101,화,04-06
생화학2,정선호, 시스템생명공학,생101,목,01-03
분자생물학실험,임준, 시스템생명공학,산학708,화,13-17
분자생물학실험,임준, 시스템생명공학,산학710,화,18-19
분자생물학실험,임준, 시스템생명공학,산학708,목,13-17
분자생물학실험,임준, 시스템생명공학,산학710,목,18-19
시스템생물학,윤성호, 시스템생명공학,산학713,월,10-12
시스템생물학,윤성호, 시스템생명공학,새402,수,13-15
오믹스생명공학,이충환, 시스템생명공학,생101,월,07-09
오믹스생명공학,이충환, 시스템생명공학,생101,수,10-12
유기화학2,전봉현, 시스템생명공학,생301,화,01-03
유기화학2,전봉현, 시스템생명공학,생301,목,04-06
나노바이오,전봉현, 시스템생명공학,생301,월,04-06
나노바이오,전봉현, 시스템생명공학,생301,수,01-03
분자생물학1,안중훈, 시스템생명공학,생301,월,01-03
분자생물학1,안중훈, 시스템생명공학,생301,수,04-06
생물공정공학,윤형돈, 시스템생명공학,산학317,화,07-09
생물공정공학,윤형돈, 시스템생명공학,산학317,목,10-12
시스템생명공학종합설계2,임준, 시스템생명공학,산학713,월,13-19
시스템생명공학종합설계4,김양미, 시스템생명공학,의520,금,09-16
DEVELOPMENTAL BIOLOGY,심용희, 시스템생명공학,종강113,화,10-12
DEVELOPMENTAL BIOLOGY,심용희, 시스템생명공학,종강113,목,07-09
분자생물학1,안중훈, 융합생명공학,생301,월,01-03
분자생물학1,안중훈, 융합생명공학,생301,수,04-06
유기화학2,여운석, 융합생명공학,생101,화,10-12
유기화학2,여운석, 융합생명공학,생101,목,07-09
의약화학,정유훈, 융합생명공학,생251,월,04-06
의약화학,정유훈, 융합생명공학,생251,수,01-03
분자생명공학,안중훈, 융합생명공학,생101,월,04-06
분자생명공학,안중훈, 융합생명공학,생101,수,01-03
미생물학,목혜정, 융합생명공학,산학317,월,04-06
미생물학,목혜정, 융합생명공학,산학317,수,01-03
생화학2,김동은, 융합생명공학,산학713,화,07-09
생화학2,김동은, 융합생명공학,산학713,목,04-06
세포생물학2,윤도영, 융합생명공학,산학713,화,04-06
세포생물학2,윤도영, 융합생명공학,산학713,목,07-09
응용미생물공학,오덕근, 융합생명공학,산학317,화,01-03
응용미생물공학,오덕근, 융합생명공학,산학317,목,04-06
생분석화학,여운석, 융합생명공학,생101,화,07-09
생분석화학,여운석, 융합생명공학,생101,목,10-12
효소반응공학,김동은, 융합생명공학,산학317,월,10-12
효소반응공학,김동은, 융합생명공학,산학317,수,07-09
생의학공학,목혜정, 융합생명공학,산학317,화,04-06
생의학공학,목혜정, 융합생명공학,산학317,목,01-03
융합생명공학종합설계-2,목혜정, 융합생명공학,산학817,목,11-18
융합생명공학종합설계-2,정유훈, 융합생명공학,생120,목,11-18
융합생명공학종합설계-4,안중훈, 융합생명공학,생120,화,11-12
융합생명공학종합설계-4,안중훈, 융합생명공학,산학711,화,13-18
융합생명공학종합설계-4,목혜정, 융합생명공학,산학817,화,11-12
융합생명공학종합설계-4,목혜정, 융합생명공학,산학816,화,13-18
융합생명공학종합설계-6,"여운석, 오덕근", 융합생명공학,생120,수,11-18
융합생명공학콜로퀴엄,윤도영, 융합생명공학,생101,월,13-18
CONVERGENCE BIOTECHNOLOGY,최윤경, 융합생명공학,산학317,월,01-03
CONVERGENCE BIOTECHNOLOGY,최윤경, 융합생명공학,산학317,수,04-06
경영과학,이근철, 경영,경영103,화,07-09
경영과학,이근철, 경영,경영103,목,10-12
경영과학,이근철, 경영,경영103,화,10-12
경영과학,이근철, 경영,경영103,목,07-09
관리회계,권상호, 경영,경영206,금,09-14
광고론,정헌수, 경영,경영304,월,07-09
광고론,정헌수, 경영,경영304,수,10-12
광고론,정헌수, 경영,경영304,월,10-12
광고론,정헌수, 경영,경영304,수,07-09
국제경영론,김주권," 국제비지니스, 경영",경영207,월,07-09
국제경영론,김주권," 국제비지니스, 경영",경영207,수,10-12
국제경영론,김주권," 국제비지니스, 경영",경영207,월,10-12
국제경영론,김주권," 국제비지니스, 경영",경영207,수,07-09
노사관계론,임알비나, 경영,경영202,금,07-12
마케팅전략론,박진용, 경영,경영206,월,10-12
마케팅전략론,박진용, 경영,경영206,수,07-09
선물옵션론,최병욱, 경영,경영205,화,01-03
선물옵션론,최병욱, 경영,경영205,목,04-06
선물옵션론,최병욱, 경영,경영205,화,04-06
선물옵션론,최병욱, 경영,경영205,목,01-03
소비자행동론,이승윤," 국제비지니스, 경영",경영306,월,01-03
소비자행동론,이승윤," 국제비지니스, 경영",경영306,수,04-06
소비자행동론,이승윤," 국제비지니스, 경영",경영306,월,04-06
소비자행동론,이승윤," 국제비지니스, 경영",경영306,수,01-03
운영전략,성백서, 경영,경영206,월,13-18
원가회계,권상호, 경영,경영205,금,01-06
인적자원관리,권기욱, 경영,경영306,월,07-09
인적자원관리,권기욱, 경영,경영306,수,10-12
인적자원관리,권기욱, 경영,경영306,월,10-12
인적자원관리,권기욱, 경영,경영306,수,07-09
회계감사,김수인, 경영,경영304,화,04-06
회계감사,김수인, 경영,경영304,목,01-03
중급회계2,신현걸," 국제비지니스, 경영",경영203,화,10-12
중급회계2,신현걸," 국제비지니스, 경영",경영203,목,07-09
중급회계2,이성용," 국제비지니스, 경영",경영302,수,10-15
국제재무관리,윤병조, 경영,경영202,화,01-03
국제재무관리,윤병조, 경영,경영202,목,04-06
국제재무관리,윤병조, 경영,경영202,화,04-06
국제재무관리,윤병조, 경영,경영202,목,01-03
국제재무관리,윤병조, 경영,경영204,월,04-06
국제재무관리,윤병조, 경영,경영204,수,01-03
세무회계1,심충진, 경영,경영203,월,01-03
세무회계1,심충진, 경영,경영203,수,04-06
세무회계1,심충진, 경영,경영203,월,04-06
세무회계1,심충진, 경영,경영203,수,01-03
협상과커뮤니케이션,정혜정, 경영,경영207,수,13-18
기업재무론,선정훈, 경영,경영203,월,07-09
기업재무론,선정훈, 경영,경영203,수,10-12
기업재무론,선정훈, 경영,경영203,월,10-12
기업재무론,선정훈, 경영,경영203,수,07-09
진로설계와필드스터디,진구철, 경영,경영205,월,04-06
진로설계와필드스터디,진구철, 경영,경영205,수,01-03
비즈니스애널리틱스(캡스톤디자인),김우성, 경영,경영215,월,10-12
비즈니스애널리틱스(캡스톤디자인),김우성, 경영,경영215,수,07-11
기업법,최병규, 경영,경영202,수,04-06
기업법,최병규, 경영,경영202,금,04-06
MARKETING STRATEGY,김태완, 경영,경영306,화,07-09
MARKETING STRATEGY,김태완, 경영,경영306,목,10-12
MARKETING STRATEGY,김태완, 경영,경영306,화,10-12
